target	source	model_idx	blue_rmsd	green_rmsd	rmsd_diff	blue_tmscore	green_tmscore	tmscore_diff	blue_gdtts	green_gdtts	gdtts_diff
3BX7	boltz	1	1.5710	1.5870	-0.0160	0.9596	0.9591	0.0005	0.9581	0.9566	0.0015
3BX7	boltz	2	1.5740	1.6050	-0.0310	0.9601	0.9584	0.0017	0.9581	0.9566	0.0015
3BX7	boltz	3	1.6770	1.5370	0.1400	0.9560	0.9614	-0.0054	0.9509	0.9624	-0.0115
3BX7	boltz	4	1.5280	1.5430	-0.0150	0.9597	0.9606	-0.0009	0.9523	0.9566	-0.0043
3CPH	af_relaxed	0	2.3930	2.3850	0.0080	0.9164	0.9129	0.0035	0.8966	0.8908	0.0058
3CPH	af_relaxed	1	2.2480	2.4450	-0.1970	0.9265	0.9086	0.0179	0.8980	0.8764	0.0216
3CPH	af_relaxed	2	2.4240	2.5150	-0.0910	0.9100	0.9062	0.0038	0.8865	0.8736	0.0129
3CPH	af_relaxed	3	2.4550	2.5990	-0.1440	0.9059	0.9009	0.0050	0.8736	0.8664	0.0072
3CPH	af_relaxed	4	2.3980	2.4570	-0.0590	0.9083	0.9040	0.0043	0.8836	0.8693	0.0143
3CPH	amber_af	0	2.3930	2.3850	0.0080	0.9163	0.9129	0.0034	0.8966	0.8908	0.0058
3CPH	amber_af	1	2.4230	2.4460	-0.0230	0.9101	0.9086	0.0015	0.8865	0.8764	0.0101
3CPH	amber_af	2	2.3980	2.5150	-0.1170	0.9084	0.9063	0.0021	0.8822	0.8721	0.0101
3CPH	amber_af	3	2.2480	2.5990	-0.3510	0.9265	0.9010	0.0255	0.8994	0.8649	0.0345
3CPH	amber_af	4	2.4510	2.4580	-0.0070	0.9057	0.9040	0.0017	0.8750	0.8693	0.0057
3CPH	amber_boltz	0	4.1450	4.0880	0.0570	0.9184	0.9154	0.0030	0.9066	0.8966	0.0100
3CPH	amber_boltz	1	4.5540	4.1540	0.4000	0.8993	0.9145	-0.0152	0.8851	0.8966	-0.0115
3CPH	amber_boltz	2	4.5230	4.4490	0.0740	0.8980	0.9014	-0.0034	0.8822	0.8836	-0.0014
3CPH	amber_boltz	3	4.5040	4.3800	0.1240	0.9025	0.9170	-0.0145	0.8865	0.8994	-0.0129
3CPH	amber_boltz	4	4.1940	4.3910	-0.1970	0.9187	0.9186	0.0001	0.9009	0.9037	-0.0028
3CPH	boltz	0	4.1570	4.0730	0.0840	0.9187	0.9159	0.0028	0.9052	0.8994	0.0058
3CPH	boltz	1	4.5320	4.1470	0.3850	0.8996	0.9149	-0.0153	0.8865	0.8922	-0.0057
3CPH	boltz	2	4.5180	4.4520	0.0660	0.8984	0.9020	-0.0036	0.8836	0.8851	-0.0015
3CPH	boltz	3	4.4960	4.3620	0.1340	0.9032	0.9174	-0.0142	0.8851	0.8994	-0.0143
3CPH	boltz	4	4.1860	4.3930	-0.2070	0.9195	0.9189	0.0006	0.9009	0.9052	-0.0043
3D5S	af_relaxed	0	0.5850	0.5840	0.0010	0.9932	0.9932	0.0000	0.9882	0.9891	-0.0009
3D5S	af_relaxed	1	0.5820	0.5820	0.0000	0.9932	0.9932	0.0000	0.9891	0.9882	0.0009
3D5S	af_relaxed	2	0.5860	0.5840	0.0020	0.9932	0.9933	-0.0001	0.9891	0.9891	0.0000
3D5S	af_relaxed	3	0.5780	0.4910	0.0870	0.9934	0.9947	-0.0013	0.9899	0.9907	-0.0008
3D5S	af_relaxed	4	0.5720	0.5720	0.0000	0.9936	0.9935	0.0001	0.9899	0.9899	0.0000
3D5S	amber_af	0	0.5730	0.5850	-0.0120	0.9935	0.9932	0.0003	0.9899	0.9891	0.0008
3D5S	amber_af	1	0.5780	0.5830	-0.0050	0.9934	0.9932	0.0002	0.9899	0.9882	0.0017
3D5S	amber_af	2	0.5860	0.5840	0.0020	0.9932	0.9933	-0.0001	0.9891	0.9891	0.0000
3D5S	amber_af	3	0.5840	0.4930	0.0910	0.9932	0.9947	-0.0015	0.9891	0.9907	-0.0016
3D5S	amber_af	4	0.5830	0.5720	0.0110	0.9932	0.9935	-0.0003	0.9891	0.9899	-0.0008
3D5S	amber_boltz	0	0.8210	0.7190	0.1020	0.9900	0.9923	-0.0023	0.9865	0.9916	-0.0051
3D5S	amber_boltz	1	0.5450	0.5960	-0.0510	0.9931	0.9920	0.0011	0.9891	0.9874	0.0017
3D5S	amber_boltz	2	0.7090	0.7830	-0.0740	0.9901	0.9902	-0.0001	0.9815	0.9832	-0.0017
3D5S	amber_boltz	3	0.5260	0.7370	-0.2110	0.9934	0.9914	0.0020	0.9907	0.9882	0.0025
3D5S	amber_boltz	4	0.6400	0.7360	-0.0960	0.9914	0.9907	0.0007	0.9882	0.9865	0.0017
3D5S	boltz	0	0.8110	0.7220	0.0890	0.9902	0.9923	-0.0021	0.9874	0.9899	-0.0025
3D5S	boltz	1	0.5450	0.6000	-0.0550	0.9931	0.9920	0.0011	0.9891	0.9891	0.0000
3D5S	boltz	2	0.7120	0.7870	-0.0750	0.9900	0.9901	-0.0001	0.9840	0.9840	0.0000
3D5S	boltz	3	0.5290	0.7420	-0.2130	0.9934	0.9915	0.0019	0.9907	0.9882	0.0025
3D5S	boltz	4	0.6410	0.7330	-0.0920	0.9915	0.9907	0.0008	0.9874	0.9865	0.0009
3DAW	af_relaxed	0	0.9470	0.9920	-0.0450	0.9841	0.9827	0.0014	0.9556	0.9483	0.0073
3DAW	af_relaxed	1	0.9650	0.9300	0.0350	0.9834	0.9844	-0.0010	0.9489	0.9543	-0.0054
3DAW	af_relaxed	2	1.0260	1.0220	0.0040	0.9818	0.9820	-0.0002	0.9469	0.9489	-0.0020
3DAW	af_relaxed	3	0.9730	0.9710	0.0020	0.9837	0.9839	-0.0002	0.9577	0.9590	-0.0013
3DAW	af_relaxed	4	0.9320	0.9400	-0.0080	0.9850	0.9848	0.0002	0.9617	0.9610	0.0007
3DAW	amber_af	0	0.9730	0.9920	-0.0190	0.9837	0.9827	0.0010	0.9577	0.9483	0.0094
3DAW	amber_af	1	0.9320	0.9300	0.0020	0.9849	0.9844	0.0005	0.9610	0.9543	0.0067
3DAW	amber_af	2	0.9510	1.0220	-0.0710	0.9840	0.9820	0.0020	0.9556	0.9489	0.0067
3DAW	amber_af	3	1.0260	0.9720	0.0540	0.9818	0.9839	-0.0021	0.9476	0.9590	-0.0114
3DAW	amber_af	4	0.9640	0.9390	0.0250	0.9834	0.9848	-0.0014	0.9489	0.9603	-0.0114
3DAW	amber_boltz	0	1.0510	1.0960	-0.0450	0.9817	0.9822	-0.0005	0.9483	0.9617	-0.0134
3DAW	amber_boltz	1	1.1840	1.0640	0.1200	0.9799	0.9815	-0.0016	0.9543	0.9509	0.0034
3DAW	amber_boltz	2	1.1000	1.4630	-0.3630	0.9824	0.9680	0.0144	0.9577	0.9046	0.0531
3DAW	amber_boltz	3	1.1060	1.6200	-0.5140	0.9799	0.9622	0.0177	0.9402	0.8837	0.0565
3DAW	amber_boltz	4	1.4170	1.4310	-0.0140	0.9714	0.9674	0.0040	0.9227	0.8965	0.0262
3DAW	boltz	0	1.0490	1.0910	-0.0420	0.9818	0.9823	-0.0005	0.9496	0.9610	-0.0114
3DAW	boltz	1	1.1850	1.0630	0.1220	0.9798	0.9815	-0.0017	0.9550	0.9503	0.0047
3DAW	boltz	2	1.0960	1.4630	-0.3670	0.9825	0.9680	0.0145	0.9570	0.9046	0.0524
3DAW	boltz	3	1.1080	1.6190	-0.5110	0.9798	0.9622	0.0176	0.9388	0.8851	0.0537
3DAW	boltz	4	1.4130	1.4330	-0.0200	0.9715	0.9674	0.0041	0.9214	0.8965	0.0249
3EO1	af_relaxed	0	1.0690	1.0000	0.0690	0.9719	0.9753	-0.0034	0.9581	0.9593	-0.0012
3EO1	af_relaxed	1	1.0000	1.0740	-0.0740	0.9753	0.9716	0.0037	0.9593	0.9558	0.0035
3EO1	af_relaxed	2	1.0130	1.0590	-0.0460	0.9743	0.9721	0.0022	0.9605	0.9547	0.0058
3EO1	af_relaxed	3	1.0270	1.0240	0.0030	0.9735	0.9736	-0.0001	0.9570	0.9570	0.0000
3EO1	af_relaxed	4	1.0940	1.0980	-0.0040	0.9715	0.9713	0.0002	0.9547	0.9570	-0.0023
3EO1	amber_af	0	1.0330	0.9990	0.0340	0.9732	0.9753	-0.0021	0.9570	0.9593	-0.0023
3EO1	amber_af	1	1.0930	1.0670	0.0260	0.9715	0.9719	-0.0004	0.9547	0.9581	-0.0034
3EO1	amber_af	2	1.0680	1.0580	0.0100	0.9719	0.9721	-0.0002	0.9581	0.9547	0.0034
3EO1	amber_af	3	1.0000	1.0230	-0.0230	0.9753	0.9736	0.0017	0.9616	0.9558	0.0058
3EO1	amber_af	4	1.0130	1.0990	-0.0860	0.9743	0.9712	0.0031	0.9616	0.9558	0.0058
3EO1	amber_boltz	0	1.0440	1.0990	-0.0550	0.9718	0.9684	0.0034	0.9430	0.9384	0.0046
3EO1	amber_boltz	1	1.0910	1.0810	0.0100	0.9698	0.9708	-0.0010	0.9442	0.9477	-0.0035
3EO1	amber_boltz	2	1.0330	1.0350	-0.0020	0.9721	0.9726	-0.0005	0.9442	0.9488	-0.0046
3EO1	amber_boltz	3	1.0010	1.2070	-0.2060	0.9752	0.9629	0.0123	0.9570	0.9233	0.0337
3EO1	amber_boltz	4	1.0670	1.0960	-0.0290	0.9723	0.9701	0.0022	0.9523	0.9488	0.0035
3EO1	boltz	0	1.0290	1.0880	-0.0590	0.9724	0.9689	0.0035	0.9465	0.9419	0.0046
3EO1	boltz	1	1.0760	1.0680	0.0080	0.9703	0.9713	-0.0010	0.9442	0.9453	-0.0011
3EO1	boltz	2	1.0220	1.0270	-0.0050	0.9725	0.9729	-0.0004	0.9465	0.9488	-0.0023
3EO1	boltz	3	0.9870	1.1970	-0.2100	0.9758	0.9634	0.0124	0.9581	0.9221	0.0360
3EO1	boltz	4	1.0550	1.0820	-0.0270	0.9728	0.9706	0.0022	0.9535	0.9512	0.0023
3EOA	af_relaxed	0	0.9770	1.4250	-0.4480	0.9734	0.9422	0.0312	0.9500	0.8674	0.0826
3EOA	af_relaxed	1	1.3830	1.4640	-0.0810	0.9492	0.9447	0.0045	0.8907	0.8802	0.0105
3EOA	af_relaxed	2	1.3290	0.9280	0.4010	0.9511	0.9773	-0.0262	0.8895	0.9651	-0.0756
3EOA	af_relaxed	3	1.0450	1.7370	-0.6920	0.9734	0.9177	0.0557	0.9535	0.8442	0.1093
3EOA	af_relaxed	4	1.5740	1.3330	0.2410	0.9318	0.9506	-0.0188	0.8535	0.8837	-0.0302
3EOA	amber_af	0	1.0450	1.4250	-0.3800	0.9734	0.9422	0.0312	0.9535	0.8686	0.0849
3EOA	amber_af	1	1.5730	1.4630	0.1100	0.9318	0.9447	-0.0129	0.8523	0.8802	-0.0279
3EOA	amber_af	2	0.9690	0.9240	0.0450	0.9735	0.9774	-0.0039	0.9477	0.9663	-0.0186
3EOA	amber_af	3	1.3830	1.7370	-0.3540	0.9492	0.9177	0.0315	0.8907	0.8453	0.0454
3EOA	amber_af	4	1.3320	1.3340	-0.0020	0.9508	0.9505	0.0003	0.8884	0.8837	0.0047
3EOA	amber_boltz	0	1.5360	1.2500	0.2860	0.9388	0.9609	-0.0221	0.8605	0.9140	-0.0535
3EOA	amber_boltz	1	1.8030	1.0550	0.7480	0.9153	0.9792	-0.0639	0.8442	0.9802	-0.1360
3EOA	amber_boltz	2	1.8170	1.8930	-0.0760	0.9182	0.9062	0.0120	0.8442	0.8233	0.0209
3EOA	amber_boltz	3	2.1700	1.2600	0.9100	0.8862	0.9629	-0.0767	0.8105	0.9244	-0.1139
3EOA	amber_boltz	4	1.0670	3.2250	-2.1580	0.9722	0.7766	0.1956	0.9535	0.7453	0.2082
3EOA	boltz	0	1.5280	1.2350	0.2930	0.9393	0.9615	-0.0222	0.8628	0.9163	-0.0535
3EOA	boltz	1	1.7930	1.0360	0.7570	0.9158	0.9799	-0.0641	0.8442	0.9791	-0.1349
3EOA	boltz	2	1.8130	1.8860	-0.0730	0.9183	0.9066	0.0117	0.8430	0.8256	0.0174
3EOA	boltz	3	2.1680	1.2500	0.9180	0.8863	0.9633	-0.0770	0.8116	0.9256	-0.1140
3EOA	boltz	4	1.0660	3.2270	-2.1610	0.9726	0.7764	0.1962	0.9535	0.7453	0.2082
3F1P	af_relaxed	0	1.2550	1.2600	-0.0050	0.9591	0.9594	-0.0003	0.9715	0.9715	0.0000
3F1P	af_relaxed	1	1.4780	1.5120	-0.0340	0.9558	0.9553	0.0005	0.9671	0.9671	0.0000
3F1P	af_relaxed	2	1.5880	1.5880	0.0000	0.9529	0.9529	0.0000	0.9671	0.9671	0.0000
3F1P	af_relaxed	3	1.2480	1.2780	-0.0300	0.9596	0.9590	0.0006	0.9715	0.9715	0.0000
3F1P	af_relaxed	4	1.4590	1.4420	0.0170	0.9549	0.9551	-0.0002	0.9671	0.9671	0.0000
3F1P	amber_af	0	1.2560	1.2610	-0.0050	0.9590	0.9593	-0.0003	0.9715	0.9715	0.0000
3F1P	amber_af	1	1.2480	1.5120	-0.2640	0.9596	0.9554	0.0042	0.9715	0.9671	0.0044
3F1P	amber_af	2	1.4760	1.5880	-0.1120	0.9559	0.9530	0.0029	0.9671	0.9671	0.0000
3F1P	amber_af	3	1.4600	1.2790	0.1810	0.9549	0.9589	-0.0040	0.9671	0.9715	-0.0044
3F1P	amber_af	4	1.5880	1.4420	0.1460	0.9528	0.9551	-0.0023	0.9671	0.9671	0.0000
3F1P	amber_boltz	0	3.0570	2.9820	0.0750	0.9459	0.9427	0.0032	0.9518	0.9539	-0.0021
3F1P	amber_boltz	1	2.4400	2.3930	0.0470	0.9441	0.9509	-0.0068	0.9583	0.9649	-0.0066
3F1P	amber_boltz	2	1.8610	1.9750	-0.1140	0.9509	0.9522	-0.0013	0.9583	0.9605	-0.0022
3F1P	amber_boltz	3	2.5860	2.8490	-0.2630	0.9477	0.9482	-0.0005	0.9583	0.9561	0.0022
3F1P	amber_boltz	4	2.4370	2.2380	0.1990	0.9434	0.9526	-0.0092	0.9539	0.9605	-0.0066
3F1P	boltz	0	3.0310	2.9780	0.0530	0.9464	0.9431	0.0033	0.9518	0.9539	-0.0021
3F1P	boltz	1	2.4370	2.4000	0.0370	0.9445	0.9507	-0.0062	0.9627	0.9649	-0.0022
3F1P	boltz	2	1.8530	1.9720	-0.1190	0.9506	0.9522	-0.0016	0.9583	0.9583	0.0000
3F1P	boltz	3	2.5850	2.8530	-0.2680	0.9476	0.9485	-0.0009	0.9583	0.9561	0.0022
3F1P	boltz	4	2.4430	2.2370	0.2060	0.9434	0.9529	-0.0095	0.9539	0.9627	-0.0088
3FN1	af_relaxed	0	0.5890	0.6150	-0.0260	0.9731	0.9709	0.0022	0.9891	0.9864	0.0027
3FN1	af_relaxed	1	0.5750	0.5760	-0.0010	0.9740	0.9740	0.0000	0.9918	0.9918	0.0000
3FN1	af_relaxed	2	0.5740	0.5810	-0.0070	0.9742	0.9735	0.0007	0.9918	0.9918	0.0000
3FN1	af_relaxed	3	0.5500	0.5600	-0.0100	0.9761	0.9753	0.0008	0.9946	0.9918	0.0028
3FN1	af_relaxed	4	0.5370	0.5430	-0.0060	0.9772	0.9767	0.0005	0.9918	0.9918	0.0000
3FN1	amber_af	0	0.5490	0.6160	-0.0670	0.9762	0.9708	0.0054	0.9946	0.9864	0.0082
3FN1	amber_af	1	0.5370	0.5760	-0.0390	0.9773	0.9740	0.0033	0.9918	0.9918	0.0000
3FN1	amber_af	2	0.5760	0.5810	-0.0050	0.9740	0.9736	0.0004	0.9918	0.9918	0.0000
3FN1	amber_af	3	0.5750	0.5610	0.0140	0.9741	0.9752	-0.0011	0.9918	0.9918	0.0000
3FN1	amber_af	4	0.5900	0.5430	0.0470	0.9730	0.9767	-0.0037	0.9891	0.9918	-0.0027
3FN1	amber_boltz	0	0.5600	0.5540	0.0060	0.9756	0.9759	-0.0003	0.9918	0.9864	0.0054
3FN1	amber_boltz	1	0.5710	0.5620	0.0090	0.9748	0.9752	-0.0004	0.9837	0.9891	-0.0054
3FN1	amber_boltz	2	0.5640	0.5580	0.0060	0.9754	0.9756	-0.0002	0.9891	0.9891	0.0000
3FN1	amber_boltz	3	0.5410	0.5910	-0.0500	0.9771	0.9729	0.0042	0.9891	0.9837	0.0054
3FN1	amber_boltz	4	0.6280	0.5750	0.0530	0.9694	0.9743	-0.0049	0.9810	0.9864	-0.0054
3FN1	boltz	0	0.5600	0.5550	0.0050	0.9756	0.9759	-0.0003	0.9891	0.9864	0.0027
3FN1	boltz	1	0.5710	0.5630	0.0080	0.9747	0.9751	-0.0004	0.9864	0.9891	-0.0027
3FN1	boltz	2	0.5620	0.5580	0.0040	0.9755	0.9756	-0.0001	0.9891	0.9864	0.0027
3FN1	boltz	3	0.5430	0.5960	-0.0530	0.9769	0.9725	0.0044	0.9891	0.9837	0.0054
3FN1	boltz	4	0.6330	0.5760	0.0570	0.9690	0.9742	-0.0052	0.9810	0.9891	-0.0081
3G6D	af_relaxed	0	2.5260	2.2780	0.2480	0.8846	0.8929	-0.0083	0.8797	0.8939	-0.0142
3G6D	af_relaxed	1	2.2230	2.5510	-0.3280	0.8979	0.8829	0.0150	0.8962	0.8797	0.0165
3G6D	af_relaxed	2	2.2560	2.2940	-0.0380	0.8921	0.8876	0.0045	0.8939	0.8892	0.0047
3G6D	af_relaxed	3	2.7120	2.5330	0.1790	0.8693	0.8776	-0.0083	0.8656	0.8703	-0.0047
3G6D	af_relaxed	4	2.8790	2.6950	0.1840	0.8469	0.8691	-0.0222	0.8396	0.8656	-0.0260
3G6D	amber_af	0	2.8710	2.2780	0.5930	0.8475	0.8931	-0.0456	0.8396	0.8939	-0.0543
3G6D	amber_af	1	2.2230	2.5520	-0.3290	0.8978	0.8827	0.0151	0.8962	0.8797	0.0165
3G6D	amber_af	2	2.7070	2.2950	0.4120	0.8693	0.8878	-0.0185	0.8656	0.8868	-0.0212
3G6D	amber_af	3	2.2610	2.5330	-0.2720	0.8920	0.8775	0.0145	0.8939	0.8703	0.0236
3G6D	amber_af	4	2.5270	2.6910	-0.1640	0.8846	0.8689	0.0157	0.8797	0.8656	0.0141
3G6D	amber_boltz	0	2.8520	2.8820	-0.0300	0.8498	0.8456	0.0042	0.8396	0.8325	0.0071
3G6D	amber_boltz	1	2.9160	2.8760	0.0400	0.8472	0.8490	-0.0018	0.8349	0.8443	-0.0094
3G6D	amber_boltz	2	2.8990	2.9380	-0.0390	0.8391	0.8423	-0.0032	0.8302	0.8302	0.0000
3G6D	amber_boltz	3	2.8630	2.8530	0.0100	0.8475	0.8466	0.0009	0.8373	0.8325	0.0048
3G6D	amber_boltz	4	2.9880	2.9900	-0.0020	0.8397	0.8366	0.0031	0.8278	0.8255	0.0023
3G6D	boltz	0	2.8500	2.8800	-0.0300	0.8499	0.8453	0.0046	0.8467	0.8302	0.0165
3G6D	boltz	1	2.9160	2.8760	0.0400	0.8470	0.8488	-0.0018	0.8349	0.8420	-0.0071
3G6D	boltz	2	2.8980	2.9310	-0.0330	0.8391	0.8427	-0.0036	0.8278	0.8325	-0.0047
3G6D	boltz	3	2.8600	2.8460	0.0140	0.8473	0.8470	0.0003	0.8373	0.8396	-0.0023
3G6D	boltz	4	2.9890	2.9910	-0.0020	0.8391	0.8360	0.0031	0.8255	0.8255	0.0000
3H11	af_relaxed	0	2.6260	2.7260	-0.1000	0.9614	0.9577	0.0037	0.9540	0.9481	0.0059
3H11	af_relaxed	1	2.7340	2.6840	0.0500	0.9600	0.9617	-0.0017	0.9517	0.9528	-0.0011
3H11	af_relaxed	2	3.2750	3.1360	0.1390	0.9567	0.9560	0.0007	0.9517	0.9481	0.0036
3H11	af_relaxed	3	2.7590	2.6950	0.0640	0.9515	0.9564	-0.0049	0.9399	0.9446	-0.0047
3H11	af_relaxed	4	2.8890	2.6690	0.2200	0.9557	0.9544	0.0013	0.9481	0.9446	0.0035
3H11	amber_af	0	2.7610	2.7280	0.0330	0.9515	0.9574	-0.0059	0.9387	0.9469	-0.0082
3H11	amber_af	1	3.2750	2.6830	0.5920	0.9566	0.9613	-0.0047	0.9517	0.9517	0.0000
3H11	amber_af	2	2.9430	3.1440	-0.2010	0.9554	0.9562	-0.0008	0.9469	0.9505	-0.0036
3H11	amber_af	3	2.7260	2.6960	0.0300	0.9600	0.9562	0.0038	0.9517	0.9422	0.0095
3H11	amber_af	4	2.6290	2.6790	-0.0500	0.9614	0.9531	0.0083	0.9528	0.9422	0.0106
3H11	amber_boltz	0	2.6820	2.7130	-0.0310	0.9324	0.9309	0.0015	0.8856	0.8903	-0.0047
3H11	amber_boltz	1	2.6280	16.8390	-14.2110	0.9365	0.5896	0.3469	0.9045	0.5542	0.3503
3H11	amber_boltz	2	16.9280	17.0440	-0.1160	0.5900	0.5888	0.0012	0.5542	0.5542	0.0000
3H11	amber_boltz	3	16.6730	16.6890	-0.0160	0.5924	0.5913	0.0011	0.5554	0.5566	-0.0012
3H11	amber_boltz	4	16.8590	2.6260	14.2330	0.5935	0.9339	-0.3404	0.5613	0.8986	-0.3373
3H11	boltz	0	2.6800	2.7100	-0.0300	0.9335	0.9315	0.0020	0.8880	0.8962	-0.0082
3H11	boltz	1	2.6290	16.8260	-14.1970	0.9372	0.5897	0.3475	0.9045	0.5566	0.3479
3H11	boltz	2	16.9050	17.0050	-0.1000	0.5903	0.5891	0.0012	0.5542	0.5531	0.0011
3H11	boltz	3	16.6590	16.6630	-0.0040	0.5925	0.5918	0.0007	0.5566	0.5566	0.0000
3H11	boltz	4	16.8320	2.6260	14.2060	0.5938	0.9344	-0.3406	0.5590	0.8998	-0.3408
3H2V	af_relaxed	0	2.2150	1.7930	0.4220	0.9239	0.9405	-0.0166	0.9095	0.9224	-0.0129
3H2V	af_relaxed	1	2.0320	2.0240	0.0080	0.9358	0.9367	-0.0009	0.9239	0.9253	-0.0014
3H2V	af_relaxed	2	1.7080	1.7200	-0.0120	0.9432	0.9424	0.0008	0.9224	0.9224	0.0000
3H2V	af_relaxed	3	1.7380	2.2250	-0.4870	0.9446	0.9237	0.0209	0.9210	0.8994	0.0216
3H2V	af_relaxed	4	1.8520	1.8060	0.0460	0.9406	0.9416	-0.0010	0.9267	0.9224	0.0043
3H2V	amber_af	0	2.0310	1.7950	0.2360	0.9359	0.9405	-0.0046	0.9253	0.9224	0.0029
3H2V	amber_af	1	1.7310	2.0210	-0.2900	0.9448	0.9369	0.0079	0.9224	0.9253	-0.0029
3H2V	amber_af	2	2.2150	1.7250	0.4900	0.9238	0.9423	-0.0185	0.9095	0.9210	-0.0115
3H2V	amber_af	3	1.7130	2.2310	-0.5180	0.9432	0.9235	0.0197	0.9224	0.8994	0.0230
3H2V	amber_af	4	1.8470	1.8060	0.0410	0.9405	0.9416	-0.0011	0.9253	0.9224	0.0029
3H2V	amber_boltz	0	1.6280	1.2430	0.3850	0.9513	0.9620	-0.0107	0.9397	0.9511	-0.0114
3H2V	amber_boltz	1	1.2730	1.2310	0.0420	0.9578	0.9587	-0.0009	0.9397	0.9440	-0.0043
3H2V	amber_boltz	2	1.2830	1.5570	-0.2740	0.9557	0.9578	-0.0021	0.9382	0.9483	-0.0101
3H2V	amber_boltz	3	1.2430	1.3050	-0.0620	0.9584	0.9577	0.0007	0.9425	0.9468	-0.0043
3H2V	amber_boltz	4	1.2730	1.2790	-0.0060	0.9564	0.9568	-0.0004	0.9368	0.9382	-0.0014
3H2V	boltz	0	1.6220	1.2290	0.3930	0.9516	0.9625	-0.0109	0.9397	0.9526	-0.0129
3H2V	boltz	1	1.2710	1.2330	0.0380	0.9583	0.9590	-0.0007	0.9411	0.9454	-0.0043
3H2V	boltz	2	1.2750	1.5530	-0.2780	0.9562	0.9581	-0.0019	0.9353	0.9483	-0.0130
3H2V	boltz	3	1.2330	1.3050	-0.0720	0.9591	0.9578	0.0013	0.9425	0.9468	-0.0043
3H2V	boltz	4	1.2710	1.2780	-0.0070	0.9568	0.9569	-0.0001	0.9382	0.9353	0.0029
3HI6	af_relaxed	0	2.0190	2.0520	-0.0330	0.9186	0.9154	0.0032	0.8944	0.8819	0.0125
3HI6	af_relaxed	1	2.0780	1.9920	0.0860	0.9160	0.9167	-0.0007	0.8861	0.8847	0.0014
3HI6	af_relaxed	2	2.0310	2.0120	0.0190	0.9180	0.9196	-0.0016	0.8931	0.8917	0.0014
3HI6	af_relaxed	3	2.1060	2.1400	-0.0340	0.9158	0.9146	0.0012	0.8917	0.8889	0.0028
3HI6	af_relaxed	4	2.0780	2.1480	-0.0700	0.9186	0.9157	0.0029	0.8903	0.8889	0.0014
3HI6	amber_af	0	2.0790	2.0530	0.0260	0.9182	0.9152	0.0030	0.8903	0.8847	0.0056
3HI6	amber_af	1	2.1140	1.9950	0.1190	0.9154	0.9164	-0.0010	0.8944	0.8861	0.0083
3HI6	amber_af	2	2.0180	2.0130	0.0050	0.9187	0.9196	-0.0009	0.8944	0.8931	0.0013
3HI6	amber_af	3	2.0760	2.1390	-0.0630	0.9164	0.9146	0.0018	0.8903	0.8889	0.0014
3HI6	amber_af	4	2.0310	2.1450	-0.1140	0.9181	0.9159	0.0022	0.8917	0.8889	0.0028
3HI6	amber_boltz	0	2.8790	2.7370	0.1420	0.8895	0.8910	-0.0015	0.8667	0.8681	-0.0014
3HI6	amber_boltz	1	2.7880	2.8430	-0.0550	0.8900	0.8895	0.0005	0.8667	0.8667	0.0000
3HI6	amber_boltz	2	2.7580	2.8400	-0.0820	0.8922	0.8895	0.0027	0.8722	0.8667	0.0055
3HI6	amber_boltz	3	2.8370	2.8570	-0.0200	0.8896	0.8901	-0.0005	0.8667	0.8667	0.0000
3HI6	amber_boltz	4	2.8510	2.6810	0.1700	0.8891	0.8944	-0.0053	0.8611	0.8681	-0.0070
3HI6	boltz	0	2.8770	2.7360	0.1410	0.8899	0.8909	-0.0010	0.8708	0.8708	0.0000
3HI6	boltz	1	2.7820	2.8470	-0.0650	0.8904	0.8894	0.0010	0.8681	0.8667	0.0014
3HI6	boltz	2	2.7590	2.8430	-0.0840	0.8920	0.8898	0.0022	0.8736	0.8708	0.0028
3HI6	boltz	3	2.8340	2.8470	-0.0130	0.8901	0.8907	-0.0006	0.8681	0.8681	0.0000
3HI6	boltz	4	2.8560	2.6770	0.1790	0.8893	0.8945	-0.0052	0.8653	0.8708	-0.0055
3HMX	af_relaxed	0	1.5360	1.5520	-0.0160	0.9545	0.9542	0.0003	0.8797	0.8788	0.0009
3HMX	af_relaxed	1	1.5770	1.5660	0.0110	0.9521	0.9526	-0.0005	0.8644	0.8720	-0.0076
3HMX	af_relaxed	2	1.5430	1.6050	-0.0620	0.9548	0.9525	0.0023	0.8797	0.8847	-0.0050
3HMX	af_relaxed	3	1.5810	1.5270	0.0540	0.9542	0.9554	-0.0012	0.8898	0.8814	0.0084
3HMX	af_relaxed	4	1.5700	1.5560	0.0140	0.9526	0.9545	-0.0019	0.8771	0.8822	-0.0051
3HMX	amber_af	0	1.5810	1.5520	0.0290	0.9542	0.9542	0.0000	0.8898	0.8797	0.0101
3HMX	amber_af	1	1.5720	1.5650	0.0070	0.9524	0.9527	-0.0003	0.8644	0.8712	-0.0068
3HMX	amber_af	2	1.5430	1.6050	-0.0620	0.9548	0.9525	0.0023	0.8797	0.8856	-0.0059
3HMX	amber_af	3	1.5710	1.5220	0.0490	0.9525	0.9557	-0.0032	0.8746	0.8822	-0.0076
3HMX	amber_af	4	1.5310	1.5520	-0.0210	0.9548	0.9548	0.0000	0.8805	0.8797	0.0008
3HMX	amber_boltz	0	2.0610	2.2860	-0.2250	0.9222	0.9037	0.0185	0.8085	0.7678	0.0407
